,fullname,team,team_code,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
109,romain  grégoire ,groupama - fdj,groupama-fdj-2023,2003-01-21,france,1.76,64.0,besançon,196,22,2,0,204,264,248,0,139,69,97,471,0,0,0,0,0,0,romain-gregoire1,https://www.procyclingstats.com/rider/romain-gregoire1
110,laurence  pithie ,groupama - fdj,groupama-fdj-2023,2002-07-17,new zealand,1.85,74.0,christchurch,94,53,22,153,50,865,538,0,10,497,72,589,86,496,0,0,0,0,laurence-pithie,https://www.procyclingstats.com/rider/laurence-pithie
111,reuben  thompson ,groupama - fdj,groupama-fdj-2023,2001-02-15,new zealand,1.83,63.0,queenstown,10,139,2,2,108,453,345,0,23,321,84,528,52,670,0,0,0,0,reuben-thompson,https://www.procyclingstats.com/rider/reuben-thompson
112,samuel  watson ,groupama - fdj,groupama-fdj-2023,2001-09-24,great britain,1.86,68.0,leeds,100,4,26,80,98,403,263,0,21,341,110,430,19,1087,0,0,0,0,samuel-watson,https://www.procyclingstats.com/rider/samuel-watson
113,lenny  martinez ,groupama - fdj,groupama-fdj-2023,2003-07-11,france,1.68,52.0,cannes,52,66,0,0,112,385,407,0,27,276,109,431,0,0,0,0,0,0,lenny-martinez,https://www.procyclingstats.com/rider/lenny-martinez
114,lars van den berg ,groupama - fdj,groupama-fdj-2023,1998-07-07,netherlands,1.85,72.0,de meern,57,50,30,22,96,1507,2253,0,0,0,10,1457,72,558,7,1240,6,1986,lars-van-den-berg,https://www.procyclingstats.com/rider/lars-van-den-berg
115,clément  davy ,groupama - fdj,groupama-fdj-2023,1998-07-17,france,1.83,73.0,fougères,25,35,129,1,10,810,2247,0,5,673,44,794,15,1203,0,0,8,1801,clement-davy,https://www.procyclingstats.com/rider/clement-davy
116,enzo  paleni ,groupama - fdj,groupama-fdj-2023,2002-05-30,france,1.8,65.0,aix-en-provence,17,39,39,8,21,693,648,0,16,404,41,818,6,1635,0,0,0,0,enzo-paleni,https://www.procyclingstats.com/rider/enzo-paleni
117,lorenzo  germani ,groupama - fdj,groupama-fdj-2023,2002-03-03,italy,1.79,62.0,sora,22,23,13,6,50,904,732,0,23,316,12,1381,20,1038,0,0,0,0,lorenzo-germani,https://www.procyclingstats.com/rider/lorenzo-germani
118,elia  viviani ,ineos grenadiers,ineos-grenadiers-2023,1989-02-07,italy,1.78,67.0,isola della scala,4644,948,160,7571,1893,278,377,87,13,466,295,207,707,54,356,99,1928,6,elia-viviani,https://www.procyclingstats.com/rider/elia-viviani
119,michał  kwiatkowski ,ineos grenadiers,ineos-grenadiers-2023,1990-06-02,poland,1.76,68.0,chełmża,4529,3374,3402,744,4897,222,145,29,22,327,273,220,550,85,632,48,635,85,michal-kwiatkowski,https://www.procyclingstats.com/rider/michal-kwiatkowski
120,geraint  thomas ,ineos grenadiers,ineos-grenadiers-2023,1986-05-25,great britain,1.83,71.0,cardiff,1236,5753,4757,909,5064,35,35,25,5,666,985,31,805,46,398,84,865,52,geraint-thomas,https://www.procyclingstats.com/rider/geraint-thomas
121,egan  bernal ,ineos grenadiers,ineos-grenadiers-2023,1997-01-13,colombia,1.75,60.0,bogotá,892,3483,510,118,3695,1695,2108,19,7,592,0,0,1525,8,416,77,1991,5,egan-bernal,https://www.procyclingstats.com/rider/egan-bernal
122,ben  swift ,ineos grenadiers,ineos-grenadiers-2023,1987-11-05,great britain,1.79,69.0,rotherham,1843,872,87,2754,1640,413,866,15,18,381,112,425,108,439,236,144,209,306,ben-swift,https://www.procyclingstats.com/rider/ben-swift
123,jonathan  castroviejo ,ineos grenadiers,ineos-grenadiers-2023,1987-04-27,spain,1.71,62.0,getxo,253,1750,4365,94,1014,421,688,10,1,871,120,402,163,323,133,256,162,391,jonathan-castroviejo,https://www.procyclingstats.com/rider/jonathan-castroviejo
124,daniel felipe  martínez ,ineos grenadiers,ineos-grenadiers-2023,1996-04-25,colombia,1.72,63.0,soacha,691,2380,961,34,2115,13,12,12,171,40,1279,14,325,162,664,41,572,99,daniel-felipe-martinez,https://www.procyclingstats.com/rider/daniel-felipe-martinez
125,tao  geoghegan hart ,ineos grenadiers,ineos-grenadiers-2023,1995-03-30,great britain,1.83,65.0,london,261,2087,585,100,2048,93,142,6,187,33,377,157,208,252,799,23,562,101,tao-geoghegan-hart,https://www.procyclingstats.com/rider/tao-geoghegan-hart
126,filippo  ganna ,ineos grenadiers,ineos-grenadiers-2023,1996-07-25,italy,1.93,83.0,verbania,158,518,3858,78,456,70,75,22,280,10,482,111,686,60,797,24,390,162,filippo-ganna,https://www.procyclingstats.com/rider/filippo-ganna
127,pavel  sivakov ,ineos grenadiers,ineos-grenadiers-2023,1997-07-11,france,1.88,70.0,san donà di piave,425,1699,412,39,1441,74,84,4,76,130,583,76,327,161,416,76,808,60,pavel-sivakov,https://www.procyclingstats.com/rider/pavel-sivakov
128,ethan  hayter ,ineos grenadiers,ineos-grenadiers-2023,1998-09-18,great britain,1.8,69.0,london,580,959,915,264,1254,42,52,16,34,240,1007,26,1029,26,245,141,99,600,ethan-hayter,https://www.procyclingstats.com/rider/ethan-hayter
129,luke  rowe ,ineos grenadiers,ineos-grenadiers-2023,1990-03-10,great britain,1.85,72.0,cardiff,1159,456,142,600,328,669,0,2,5,738,55,684,44,734,101,321,265,246,luke-rowe,https://www.procyclingstats.com/rider/luke-rowe
130,omar  fraile ,ineos grenadiers,ineos-grenadiers-2023,1990-07-17,spain,1.84,72.0,santurtzi,358,595,169,185,1418,337,385,8,30,260,134,370,161,328,192,175,178,356,omar-fraile,https://www.procyclingstats.com/rider/omar-fraile
131,thomas  pidcock ,ineos grenadiers,ineos-grenadiers-2023,1999-07-30,great britain,1.7,58.0,leeds,1305,405,51,134,1209,26,65,4,391,4,718,58,695,58,57,485,117,519,thomas-pidcock,https://www.procyclingstats.com/rider/thomas-pidcock
132,carlos  rodríguez ,ineos grenadiers,ineos-grenadiers-2023,2001-02-02,spain,1.83,67.0,almuñécar,343,836,184,12,964,45,34,2,149,60,1006,27,243,226,15,1016,0,0,carlos-rodriguez-cano,https://www.procyclingstats.com/rider/carlos-rodriguez-cano
133,jhonatan  narváez ,ineos grenadiers,ineos-grenadiers-2023,1997-03-04,ecuador,1.74,65.0,playón de san francisco,566,512,23,256,668,214,122,4,33,246,346,175,88,489,311,118,129,469,jhonatan-narvaez,https://www.procyclingstats.com/rider/jhonatan-narvaez
134,thymen  arensman ,ineos grenadiers,ineos-grenadiers-2023,1999-12-04,netherlands,1.92,68.0,deil,32,854,621,18,962,30,41,2,23,315,1053,25,169,311,80,382,0,0,thymen-arensman,https://www.procyclingstats.com/rider/thymen-arensman
135,laurens de plus ,ineos grenadiers,ineos-grenadiers-2023,1995-09-04,belgium,1.89,67.0,aalst,191,784,277,20,750,695,1160,1,16,407,41,823,27,930,5,1363,616,86,laurens-de-plus,https://www.procyclingstats.com/rider/laurens-de-plus
136,salvatore  puccio ,ineos grenadiers,ineos-grenadiers-2023,1989-08-31,italy,1.82,68.0,menfi,377,502,83,102,488,909,0,0,0,0,35,896,50,688,85,364,87,667,salvatore-puccio,https://www.procyclingstats.com/rider/salvatore-puccio
137,connor  swift ,ineos grenadiers,ineos-grenadiers-2023,1995-10-30,great britain,1.9,75.0,thorne,574,463,189,181,341,310,325,3,14,445,260,235,526,91,57,482,120,508,connor-swift,https://www.procyclingstats.com/rider/connor-swift
138,magnus  sheffield ,ineos grenadiers,ineos-grenadiers-2023,2002-04-19,united states,1.83,74.0,pittsford,217,377,387,33,250,63,62,3,192,31,566,83,3,1878,0,0,0,0,magnus-sheffield,https://www.procyclingstats.com/rider/magnus-sheffield
139,cameron  wurf ,ineos grenadiers,ineos-grenadiers-2023,1983-08-03,australia,1.71,71.0,sandy bay,49,564,306,129,48,1408,2963,0,8,574,5,1814,5,1723,25,808,0,0,cameron-wurf,https://www.procyclingstats.com/rider/cameron-wurf
140,ben  tulett ,ineos grenadiers,ineos-grenadiers-2023,2001-08-26,great britain,1.69,56.0,sevenoaks,197,347,346,6,338,151,186,1,44,202,348,173,200,266,42,589,0,0,ben-tulett,https://www.procyclingstats.com/rider/ben-tulett
141,luke  plapp ,ineos grenadiers,ineos-grenadiers-2023,2000-12-25,australia,1.81,72.0,melbourne,52,440,141,18,276,99,77,3,256,13,340,178,29,913,0,0,0,0,luke-plapp,https://www.procyclingstats.com/rider/luke-plapp
142,ben  turner ,ineos grenadiers,ineos-grenadiers-2023,1999-05-28,great britain,1.94,74.0,doncaster,339,94,54,68,198,124,96,1,132,73,338,180,14,1247,0,0,0,0,ben-turner,https://www.procyclingstats.com/rider/ben-turner
143,brandon smith  rivera ,ineos grenadiers,ineos-grenadiers-2023,1996-03-21,colombia,1.7,60.0,zipaquirá,19,105,120,20,54,412,469,1,81,122,44,787,5,1683,19,907,31,1103,brandon-smith-rivera-vargas,https://www.procyclingstats.com/rider/brandon-smith-rivera-vargas
144,leo  hayter ,ineos grenadiers,ineos-grenadiers-2023,2001-08-10,great britain,1.78,66.0,london,30,44,54,0,84,648,421,0,10,508,72,590,20,1044,5,1331,0,0,leo-hayter,https://www.procyclingstats.com/rider/leo-hayter
145,kim  heiduk ,ineos grenadiers,ineos-grenadiers-2023,2000-03-03,germany,1.84,70.0,herrenberg,24,57,31,87,28,843,1318,0,30,263,11,1440,62,611,0,0,0,0,kim-heiduk,https://www.procyclingstats.com/rider/kim-heiduk
146,joshua  tarling ,ineos grenadiers,ineos-grenadiers-2023,2004-02-15,great britain,1.94,88.0,aberaeron,0,5,50,0,5,1188,1993,0,20,358,0,0,0,0,0,0,0,0,joshua-tarling,https://www.procyclingstats.com/rider/joshua-tarling
147,michael  leonard ,ineos grenadiers,ineos-grenadiers-2023,2004-03-26,canada,1.7,60.0,oakville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,michael-leonard1,https://www.procyclingstats.com/rider/michael-leonard1
148,rui  costa ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1986-10-05,portugal,1.87,75.0,póvoa de varzim,3952,6151,1575,582,6846,76,88,30,557,1,212,269,312,172,430,72,798,62,rui-costa,https://www.procyclingstats.com/rider/rui-costa
149,rein  taaramäe ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1987-04-24,estonia,1.86,68.0,tartu,730,2887,1466,554,2334,255,306,20,113,92,197,286,258,208,0,0,282,222,rein-taaramae,https://www.procyclingstats.com/rider/rein-taaramae
150,louis  meintjes ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1992-02-21,south africa,1.73,58.0,pretoria,584,2752,345,100,3148,44,56,6,22,326,909,40,292,183,167,205,94,630,louis-meintjes,https://www.procyclingstats.com/rider/louis-meintjes
151,baptiste  planckaert ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1988-09-28,belgium,1.77,65.0,kortrijk,3161,450,9,3134,480,338,472,4,5,704,159,330,219,241,76,396,703,77,baptiste-planckaert,https://www.procyclingstats.com/rider/baptiste-planckaert
152,mike  teunissen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1992-08-25,netherlands,1.84,73.0,ysselsteyn,1519,1135,328,1424,894,212,242,6,72,137,256,238,473,107,198,170,1250,23,mike-teunissen,https://www.procyclingstats.com/rider/mike-teunissen
153,niccolò  bonifazio ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1993-10-29,italy,1.76,72.0,coni,1544,405,48,2296,836,450,490,20,16,401,119,407,325,163,217,153,551,104,niccolo-bonifazio,https://www.procyclingstats.com/rider/niccolo-bonifazio
154,lilian  calmejane ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1992-12-06,france,1.84,69.0,albi,959,1178,182,350,1602,367,404,12,67,147,122,398,154,337,90,343,585,94,lilian-calmejane,https://www.procyclingstats.com/rider/lilian-calmejane
155,adrien  petit ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1990-09-26,france,1.88,80.0,arras,1809,350,360,2247,95,270,239,9,0,0,234,252,30,873,22,849,257,252,adrien-petit,https://www.procyclingstats.com/rider/adrien-petit
156,dion  smith ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1993-03-03,new zealand,1.79,67.0,taupaki,1046,724,71,788,1192,265,264,1,65,149,184,302,139,357,365,92,228,282,dion-smith,https://www.procyclingstats.com/rider/dion-smith
157,lorenzo  rota ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1995-05-23,italy,1.73,62.0,bergamo,1184,665,12,139,1259,47,43,2,170,41,818,48,470,109,203,164,131,464,lorenzo-rota,https://www.procyclingstats.com/rider/lorenzo-rota
158,biniam  girmay ,intermarché - circus - wanty,intermarche-circus-wanty-2023,2000-04-02,eritrea,1.84,70.0,asmara,1520,13,90,410,871,24,16,10,125,81,1103,24,424,119,299,122,64,810,biniam-girmay,https://www.procyclingstats.com/rider/biniam-girmay
159,loïc  vliegen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1993-12-20,belgium,1.84,70.0,rocourt,891,711,23,466,558,229,181,3,18,373,365,162,69,576,214,156,329,193,loic-vliegen,https://www.procyclingstats.com/rider/loic-vliegen
160,taco van der hoorn ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1993-12-04,netherlands,1.87,73.0,rotterdam,1173,192,2,954,188,188,174,7,60,160,309,195,346,150,55,494,114,529,taco-van-der-hoorn,https://www.procyclingstats.com/rider/taco-van-der-hoorn
161,boy van poppel ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1988-01-18,netherlands,1.86,78.0,utrecht,879,357,80,1706,178,895,1763,1,10,530,26,1038,188,283,10,1101,240,268,boy-van-poppel,https://www.procyclingstats.com/rider/boy-van-poppel
162,sven erik  bystrøm ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1992-01-21,norway,1.88,73.0,haugesund,696,687,84,408,672,272,297,1,141,68,129,384,248,222,158,215,140,445,sven-erik-bystrom,https://www.procyclingstats.com/rider/sven-erik-bystrom
163,aimé de gendt ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1994-06-17,belgium,1.82,75.0,denderhoutem,861,435,109,376,298,625,1316,1,0,0,73,584,203,262,323,111,392,161,aime-de-gendt,https://www.procyclingstats.com/rider/aime-de-gendt
164,georg  zimmermann ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1997-10-11,germany,1.81,70.0,augsburg,421,374,0,56,537,167,178,1,89,113,336,181,257,210,122,286,75,742,georg-zimmermann,https://www.procyclingstats.com/rider/georg-zimmermann
165,simone  petilli ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1993-05-04,italy,1.78,65.0,bellano,430,402,39,124,508,910,579,0,10,537,71,595,131,376,50,519,124,487,simone-petilli,https://www.procyclingstats.com/rider/simone-petilli
166,gerben  thijssen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1998-06-21,belgium,1.74,74.0,genk,636,31,21,1126,8,96,102,4,90,112,468,117,109,436,128,267,53,888,gerben-thijssen,https://www.procyclingstats.com/rider/gerben-thijssen
167,kobe  goossens ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1996-04-29,belgium,1.78,64.0,leuven,323,213,23,25,255,249,218,2,198,28,139,363,72,556,75,402,51,911,kobe-goossens,https://www.procyclingstats.com/rider/kobe-goossens
168,rune  herregodts ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1998-07-27,belgium,1.81,70.0,aalst,350,76,178,156,190,294,276,3,61,158,168,318,257,211,15,988,0,0,rune-herregodts,https://www.procyclingstats.com/rider/rune-herregodts
169,arne  marit ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1999-01-21,belgium,1.85,72.0,galmaarden,445,8,3,375,66,468,508,1,12,471,98,468,330,159,8,1186,25,1219,arne-marit,https://www.procyclingstats.com/rider/arne-marit
170,hugo  page ,intermarché - circus - wanty,intermarche-circus-wanty-2023,2001-07-24,france,1.85,71.0,chartres,303,81,75,112,270,139,124,0,208,23,232,253,12,1304,1,1677,0,0,hugo-page,https://www.procyclingstats.com/rider/hugo-page
171,laurens  huys ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1998-09-24,belgium,1.62,61.0,none,70,164,4,14,169,472,664,0,8,568,101,457,64,607,50,527,0,0,laurens-huys,https://www.procyclingstats.com/rider/laurens-huys
172,julius  johansen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1999-09-13,denmark,1.88,75.0,blovstrød,21,181,189,59,30,584,1276,0,33,247,50,725,1,2109,24,822,24,1239,julius-johansen,https://www.procyclingstats.com/rider/julius-johansen
173,madis  mihkels ,intermarché - circus - wanty,intermarche-circus-wanty-2023,2003-05-31,estonia,1.84,75.0,tartu,92,42,38,118,26,332,281,1,18,367,148,349,0,0,0,0,0,0,madis-mihkels,https://www.procyclingstats.com/rider/madis-mihkels
174,laurenz  rex ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1999-12-15,belgium,1.93,82.0,marbourg,122,5,0,57,60,612,763,0,4,754,81,552,57,640,0,0,0,0,laurenz-rex,https://www.procyclingstats.com/rider/laurenz-rex
175,tom  paquot ,intermarché - circus - wanty,intermarche-circus-wanty-2023,1999-09-22,belgium,1.84,70.0,rocourt,109,7,1,18,56,938,1613,0,5,694,28,1005,88,490,0,0,4,2169,tom-paquot,https://www.procyclingstats.com/rider/tom-paquot
176,dries de pooter ,intermarché - circus - wanty,intermarche-circus-wanty-2023,2002-11-08,belgium,1.81,66.0,geel,13,0,0,34,52,1539,2038,0,0,0,10,1537,8,1494,0,0,0,0,dries-de-pooter,https://www.procyclingstats.com/rider/dries-de-pooter
177,primož  roglič ,jumbo-visma,team-jumbo-visma-2023,1989-10-29,slovenia,1.77,65.0,trbovlje,1537,5794,4406,163,6447,21,23,65,0,0,1205,20,2564,3,2431,1,2818,1,primoz-roglic,https://www.procyclingstats.com/rider/primoz-roglic
178,robert  gesink ,jumbo-visma,team-jumbo-visma-2023,1986-05-31,netherlands,1.89,70.0,varsseveld,2888,5127,1190,656,5810,538,640,13,0,0,95,484,55,651,74,406,210,303,robert-gesink,https://www.procyclingstats.com/rider/robert-gesink
179,wout van aert ,jumbo-visma,team-jumbo-visma-2023,1994-09-15,belgium,1.9,78.0,herentals,5495,931,2116,1864,3078,3,3,39,0,0,2862,2,2813,2,1834,3,852,53,wout-van-aert,https://www.procyclingstats.com/rider/wout-van-aert
180,wilco  kelderman ,jumbo-visma,team-jumbo-visma-2023,1991-03-25,netherlands,1.85,65.0,amersfoort,634,5233,2471,444,5568,133,244,4,0,0,438,133,819,44,942,15,515,116,wilco-kelderman,https://www.procyclingstats.com/rider/wilco-kelderman
181,rohan  dennis ,jumbo-visma,team-jumbo-visma-2023,1990-05-28,australia,1.82,72.0,adelaide,50,2768,6250,188,1786,226,231,32,67,145,231,257,390,132,452,68,773,65,rohan-dennis,https://www.procyclingstats.com/rider/rohan-dennis
182,tiesj  benoot ,jumbo-visma,team-jumbo-visma-2023,1994-03-11,belgium,1.9,72.0,ghent,3876,1760,83,842,3564,54,42,4,257,12,534,95,559,83,516,63,1047,30,tiesj-benoot,https://www.procyclingstats.com/rider/tiesj-benoot
183,steven  kruijswijk ,jumbo-visma,team-jumbo-visma-2023,1987-06-07,netherlands,1.78,63.0,nuenen,339,4339,1440,278,4676,316,370,2,0,0,183,304,313,170,50,520,903,47,steven-kruijswijk,https://www.procyclingstats.com/rider/steven-kruijswijk
184,christophe  laporte ,jumbo-visma,team-jumbo-visma-2023,1992-12-11,france,1.91,76.0,la seyne-sur-mer,2615,755,843,2084,1020,14,7,26,150,59,1237,16,996,27,125,275,664,79,christophe-laporte,https://www.procyclingstats.com/rider/christophe-laporte
185,dylan van baarle ,jumbo-visma,team-jumbo-visma-2023,1992-05-21,netherlands,1.87,78.0,voorburg,2538,1374,1284,613,1390,41,31,7,225,20,730,57,845,40,373,89,453,135,dylan-van-baarle,https://www.procyclingstats.com/rider/dylan-van-baarle
186,jonas  vingegaard ,jumbo-visma,team-jumbo-visma-2023,1996-12-10,denmark,1.75,60.0,hillerslev,320,2231,1002,128,2296,4,4,16,160,48,2039,4,1312,14,124,277,295,212,jonas-vingegaard-rasmussen,https://www.procyclingstats.com/rider/jonas-vingegaard-rasmussen
187,jos van emden ,jumbo-visma,team-jumbo-visma-2023,1985-02-18,netherlands,1.86,78.0,schiedam,882,1180,3878,702,167,555,1551,13,5,700,85,524,76,538,35,660,331,192,jos-van-emden,https://www.procyclingstats.com/rider/jos-van-emden
188,sam  oomen ,jumbo-visma,team-jumbo-visma-2023,1995-08-15,netherlands,1.77,65.0,tilburg,423,1763,197,96,1590,292,342,2,8,573,194,291,237,231,160,214,193,335,sam-oomen,https://www.procyclingstats.com/rider/sam-oomen
189,sepp  kuss ,jumbo-visma,team-jumbo-visma-2023,1994-09-13,united states,1.8,61.0,durango,164,1473,134,42,2298,157,317,7,135,72,315,189,628,68,570,53,223,290,sepp-kuss,https://www.procyclingstats.com/rider/sepp-kuss
190,tosh van der sande ,jumbo-visma,team-jumbo-visma-2023,1990-11-28,belgium,1.78,67.0,wijnegem,843,749,1,1070,1248,556,907,2,10,501,80,556,511,99,69,426,327,194,tosh-van-der-sande,https://www.procyclingstats.com/rider/tosh-van-der-sande
191,jan  tratnik ,jumbo-visma,team-jumbo-visma-2023,1990-02-23,slovenia,1.73,67.0,ljubljana,701,683,1656,654,904,175,154,11,5,711,366,161,252,219,151,226,224,288,jan-tratnik,https://www.procyclingstats.com/rider/jan-tratnik
192,timo  roosen ,jumbo-visma,team-jumbo-visma-2023,1993-01-11,netherlands,1.94,78.0,tilburg,999,407,195,458,494,395,548,4,10,527,132,372,73,551,114,297,269,240,timo-roosen,https://www.procyclingstats.com/rider/timo-roosen
193,olav  kooij ,jumbo-visma,team-jumbo-visma-2023,2001-10-17,netherlands,1.84,72.0,numansdorp,443,305,0,1163,158,33,48,15,94,105,970,34,246,225,123,282,0,0,olav-kooij,https://www.procyclingstats.com/rider/olav-kooij
