0,fullname,team,team_code,country,height,weight,birthplace,rider_code,age,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day,nb_dnf_otl,pct_dnf_otl,group
63,esteban  chaves ,ef education-easypost,ef-education-easypost-2023,colombia,1.64,55,bogota,johan-esteban-chaves,33,32,0,0,0,0,48.25806452,0,0,0,0,141,2,6,19,711,36.76595745,0.014184397,0.042553191,0.134751773,5.042553191,15,0,0,0,0,65.4,0,0,0,0,12,0,0,4,760,0,0,0.333333333,63.33333333,21,0,2,5,374,29.61904762,0,0.095238095,0.238095238,17.80952381,0,0,climber
64,magnus  cort ,ef education-easypost,ef-education-easypost-2023,denmark,1.83,68,rønne,magnus-cort-nielsen,30,49,1,3,7,260,73.66666667,0.020408163,0.06122449,0.142857143,5.306122449,136,6,8,14,719,77.09448819,0.044117647,0.058823529,0.102941176,5.286764706,16,0,1,3,100,45.6875,0,0.0625,0.1875,6.25,12,0,0,0,168,0,0,0,14,35,0,0,2,197,62.59259259,0,0,0.057142857,5.628571429,10,0.049751244,peloton-guy
65,jens  keukeleire ,ef education-easypost,ef-education-easypost-2023,belgium,1.85,69,brugge,jens-keukeleire,34,60,0,0,2,214,73.6,0,0,0.033333333,3.566666667,106,0,0,2,236,77.42105263,0,0,0.018867925,2.226415094,12,0,0,0,0,85.66666667,0,0,0,0,9,0,0,0,115,0,0,0,12.77777778,52,0,0,2,436,57.20512821,0,0,0.038461538,8.384615385,13,0.073033708,peloton-guy
66,hugh  carthy ,ef education-easypost,ef-education-easypost-2023,great britain,1.93,69,preston,hugh-carthy,28,41,0,0,0,0,81.53658537,0,0,0,0,154,1,2,21,473,38.41958042,0.006493506,0.012987013,0.136363636,3.071428571,17,0,0,3,41,34.17647059,0,0,0.176470588,2.411764706,14,0,1,4,1005,0,0.071428571,0.285714286,71.78571429,20,0,1,2,135,39.07692308,0,0.05,0.1,6.75,10,0.047169811,climber
67,alberto  bettiol ,ef education-easypost,ef-education-easypost-2023,italy,1.8,69,poggibonsi,alberto-bettiol,29,38,0,1,3,214,56.57142857,0,0.026315789,0.078947368,5.631578947,127,2,5,17,1222,55.95495495,0.015748031,0.039370079,0.133858268,9.622047244,10,0,1,3,95,20.2,0,0.1,0.3,9.5,9,0,0,0,170,0,0,0,18.88888889,53,1,1,9,1109,39.83783784,0.018867925,0.018867925,0.169811321,20.9245283,15,0.085714286,peloton-guy
68,andrey  amador ,ef education-easypost,ef-education-easypost-2023,costa rica,1.81,73,san josé,andrey-amador,36,48,0,0,0,5,84.625,0,0,0,0.104166667,127,0,0,1,63,79.175,0,0,0.007874016,0.496062992,17,0,0,0,0,80.11764706,0,0,0,0,18,0,0,0,182,0,0,0,10.11111111,13,0,0,0,60,68.88888889,0,0,0,4.615384615,5,0.026041667,peloton-guy
69,neilson  powless ,ef education-easypost,ef-education-easypost-2023,united states,1.83,67,eglin,neilson-powless,26,44,0,1,2,107,65.25,0,0.022727273,0.045454545,2.431818182,141,3,5,14,980,47.02985075,0.021276596,0.035460993,0.09929078,6.95035461,18,0,0,1,13,36.5,0,0,0.055555556,0.722222222,15,0,0,2,694,0,0,0.133333333,46.26666667,29,3,4,7,853,28.68,0.103448276,0.137931034,0.24137931,29.4137931,5,0.024630542,climber
70,merhawi  kudus ,ef education-easypost,ef-education-easypost-2023,eritrea,1.73,58,asmara,merhawi-kudus,29,30,0,0,0,0,58.9,0,0,0,0,100,0,1,2,119,57.62886598,0,0.01,0.02,1.19,9,0,0,0,0,110.5555556,0,0,0,0,12,0,1,1,316,0,0.083333333,0.083333333,26.33333333,21,0,0,0,100,42.5,0,0,0,4.761904762,2,0.014388489,peloton-guy
71,odd christian  eiking ,ef education-easypost,ef-education-easypost-2023,norway,1.82,75,stord,odd-christian-eiking,28,24,0,0,0,0,66.125,0,0,0,0,99,0,1,8,329,42.54216867,0,0.01010101,0.080808081,3.323232323,7,0,0,0,0,106,0,0,0,0,7,0,0,1,330,0,0,0.142857143,47.14285714,44,0,1,3,273,33.32258065,0,0.022727273,0.068181818,6.204545455,13,0.1,peloton-guy
72,mikkel frølich  honoré ,ef education-easypost,ef-education-easypost-2023,denmark,1.85,68,fredericia,mikkel-honore,26,36,0,0,1,69,76.05882353,0,0,0.027777778,1.916666667,137,1,6,15,842,65.5503876,0.00729927,0.04379562,0.109489051,6.145985401,15,0,0,1,3,53.2,0,0,0.066666667,0.2,12,0,0,1,225,0,0,0.083333333,18.75,46,0,4,8,768,36.45945946,0,0.086956522,0.173913043,16.69565217,7,0.037234043,peloton-guy
73,owain  doull ,ef education-easypost,ef-education-easypost-2023,great britain,1.81,71,cardiff,owain-doull,29,49,0,1,3,194,72.95238095,0,0.020408163,0.06122449,3.959183673,102,0,0,2,143,79.82105263,0,0,0.019607843,1.401960784,10,0,0,0,0,53.9,0,0,0,0,10,0,0,0,85,0,0,0,8.5,58,0,1,3,327,61.44444444,0,0.017241379,0.051724138,5.637931034,14,0.086956522,peloton-guy
74,mark  padun ,ef education-easypost,ef-education-easypost-2023,ukraine,1.82,67,donetsk,mark-padun,26,28,0,0,0,0,90.77777778,0,0,0,0,114,2,3,4,246,81.16,0.01754386,0.026315789,0.035087719,2.157894737,15,0,0,1,1,89.33333333,0,0,0.066666667,0.066666667,9,0,0,0,135,0,0,0,15,24,0,0,0,77,58.41666667,0,0,0,3.208333333,13,0.082802548,peloton-guy
75,stefan  bissegger ,ef education-easypost,ef-education-easypost-2023,switzerland,1.78,78,weinfelden,stefan-bissegger,24,39,0,1,2,114,55.24324324,0,0.025641026,0.051282051,2.923076923,71,1,1,1,94,89.32258065,0.014084507,0.014084507,0.014084507,1.323943662,15,3,6,10,455,20.46666667,0.2,0.4,0.666666667,30.33333333,8,0,0,0,80,0,0,0,10,25,0,1,2,154,68.16666667,0,0.04,0.08,6.16,7,0.055555556,climber
76,łukasz  wiśniowski ,ef education-easypost,ef-education-easypost-2023,poland,1.91,78,ciechanów,lukasz-wisniowski,31,51,0,0,0,46,77.87234043,0,0,0,0.901960784,95,0,0,0,79,104.2289157,0,0,0,0.831578947,11,0,0,0,0,65.72727273,0,0,0,0,10,0,0,0,100,0,0,0,10,42,0,0,0,121,71.65517241,0,0,0,2.880952381,15,0.095541401,peloton-guy
77,jonathan klever  caicedo ,ef education-easypost,ef-education-easypost-2023,ecuador,1.64,62,santa martha de cuba,jonathan-klever-caicedo,29,28,0,0,0,0,101.0357143,0,0,0,0,127,1,1,1,137,82.87719298,0.007874016,0.007874016,0.007874016,1.078740157,15,0,0,0,0,85.86666667,0,0,0,0,9,0,0,0,60,0,0,0,6.666666667,20,0,0,0,55,57.76923077,0,0,0,2.75,10,0.058823529,peloton-guy
78,stefan de bod ,ef education-easypost,ef-education-easypost-2023,south africa,1.82,66,worcester,stefan-de-bod,26,32,0,0,0,0,72.3125,0,0,0,0,97,0,0,0,81,67.48314607,0,0,0,0.835051546,16,0,0,3,34,30.8,0,0,0.1875,2.125,13,0,0,0,168,0,0,0,12.92307692,24,0,0,0,81,51.47058824,0,0,0,3.375,8,0.055172414,peloton-guy
79,marijn van den berg ,ef education-easypost,ef-education-easypost-2023,netherlands,1.83,73,de meern,marijn-van-den-berg,23,22,0,0,5,94,26.9047619,0,0,0.227272727,4.272727273,22,1,2,4,231,48.85714286,0.045454545,0.090909091,0.181818182,10.5,2,0,0,0,0,43,0,0,0,0,3,0,0,0,15,0,0,0,5,26,1,2,5,311,37.91666667,0.038461538,0.076923077,0.192307692,11.96153846,1,0.021276596,peloton-guy
80,james  shaw ,ef education-easypost,ef-education-easypost-2023,great britain,1.79,63,nottingham,james-shaw,26,9,0,0,0,5,76.77777778,0,0,0,0.555555556,36,0,0,1,62,79.66666667,0,0,0.027777778,1.722222222,3,0,0,0,0,66,0,0,0,0,2,0,0,0,25,0,0,0,12.5,15,0,0,0,59,55.2,0,0,0,3.933333333,0,0,rookie
81,tom  scully ,ef education-easypost,ef-education-easypost-2023,new zealand,1.88,85,invercargill,thomas-scully,33,49,0,0,0,55,105.5,0,0,0,1.12244898,88,0,0,0,40,120.1578947,0,0,0,0.454545455,11,0,0,5,66,28,0,0,0.454545455,6,9,0,0,0,80,0,0,0,8.888888889,50,0,0,0,95,86.5,0,0,0,1.9,15,0.101351351,peloton-guy
82,andrea  piccolo ,ef education-easypost,ef-education-easypost-2023,italy,1.82,64,magenta,andrea-piccolo,21,2,0,0,1,45,32.5,0,0,0.5,22.5,25,0,3,7,369,22.84210526,0,0.12,0.28,14.76,,,,,,,,,,,,,,,,,,,,27,0,3,8,414,23.76190476,0,0.111111111,0.296296296,15.33333333,6,0.222222222,peloton-guy
83,jefferson alexander  cepeda ,ef education-easypost,ef-education-easypost-2023,ecuador,1.64,56,el playón de san francisco,jefferson-alexander-cepeda,24,15,0,0,0,0,110.3333333,0,0,0,0,67,0,0,1,51,82.56363636,0,0,0.014925373,0.76119403,5,0,0,0,0,163.2,0,0,0,0,1,0,0,0,5,0,0,0,5,22,0,0,1,51,35.64285714,0,0,0.045454545,2.318181818,8,0.091954023,rookie
84,julius van den berg ,ef education-easypost,ef-education-easypost-2023,netherlands,1.89,78,purmerend,julius-van-den-berg,26,56,1,1,2,80,90.8627451,0.017857143,0.017857143,0.035714286,1.428571429,107,0,0,0,31,115.9381443,0,0,0,0.289719626,11,0,0,0,0,54.81818182,0,0,0,0,12,0,0,0,115,0,0,0,9.583333333,39,0,0,0,55,85.72,0,0,0,1.41025641,15,0.086206897,peloton-guy
85,jonas  rutsch ,ef education-easypost,ef-education-easypost-2023,germany,1.97,82,erbach im odenwald,jonas-rutsch,25,38,0,0,0,92,72.17647059,0,0,0,2.421052632,62,0,0,0,44,75.05172414,0,0,0,0.709677419,8,0,0,1,7,40.25,0,0,0.125,0.875,6,0,0,0,70,0,0,0,11.66666667,37,0,0,0,135,53.82758621,0,0,0,3.648648649,6,0.055045872,peloton-guy
86,simon  carr ,ef education-easypost,ef-education-easypost-2023,great britain,1.82,63,hereford,simon-carr,24,22,0,0,0,7,115.5454545,0,0,0,0.318181818,62,0,0,2,128,71.31481481,0,0,0.032258065,2.064516129,7,0,0,0,0,40.28571429,0,0,0,0,6,0,0,0,54,0,0,0,9,20,0,0,1,132,47.83333333,0,0,0.05,6.6,6,0.065934066,rookie
87,sean  quinn ,ef education-easypost,ef-education-easypost-2023,united states,1.86,67,los angeles,sean-quinn,22,11,0,0,0,0,69.27272727,0,0,0,0,33,0,1,3,84,46.72413793,0,0.03030303,0.090909091,2.545454545,4,0,0,0,0,40,0,0,0,0,6,0,0,0,56,0,0,0,9.333333333,15,0,0,1,56,50.23076923,0,0,0.066666667,3.733333333,5,0.102040816,rookie
88,ben  healy ,ef education-easypost,ef-education-easypost-2023,ireland,1.75,65,kingswinford,ben-healy,22,10,0,0,0,20,86.4,0,0,0,2,18,0,1,1,50,64.71428571,0,0.055555556,0.055555556,2.777777778,3,0,0,0,0,30,0,0,0,0,1,0,0,0,5,0,0,0,5,24,0,1,1,70,75.9,0,0.041666667,0.041666667,2.916666667,4,0.121212121,rookie
89,diego andrés  camargo ,ef education-easypost,ef-education-easypost-2023,colombia,1.76,65,tuta,diego-andres-camargo,24,18,0,0,0,0,124.5,0,0,0,0,65,0,0,0,0,93.55932203,0,0,0,0,9,0,0,0,0,78.11111111,0,0,0,0,9,0,0,0,65,0,0,0,7.222222222,6,0,0,0,0,66,0,0,0,0,6,0.065217391,rookie
90,georg  steinhauser ,ef education-easypost,ef-education-easypost-2023,germany,1.88,65,none,georg-steinhauser,21,6,0,0,0,0,65.33333333,0,0,0,0,15,0,0,0,7,64,0,0,0,0.466666667,1,0,0,0,0,79,0,0,0,0,2,0,0,0,21,0,0,0,10.5,11,0,0,0,7,51.57142857,0,0,0,0.636363636,3,0.136363636,rookie
91,arnaud  démare ,groupama - fdj,groupama-fdj-2023,france,1.81,76,beauvais,arnaud-demare,31,67,12,19,44,1893,20.84615385,0.179104478,0.28358209,0.656716418,28.25373134,97,2,10,16,793,86,0.020618557,0.103092784,0.164948454,8.175257732,16,0,0,0,0,76.125,0,0,0,0,10,0,0,0,95,0,0,0,9.5,41,5,11,20,1427,22.17948718,0.12195122,0.268292683,0.487804878,34.80487805,2,0.011111111,sprinter
92,thibaut  pinot ,groupama - fdj,groupama-fdj-2023,france,1.8,63,lure,thibaut-pinot,32,27,0,0,0,0,67.62962963,0,0,0,0,109,2,5,20,703,36.63809524,0.018348624,0.04587156,0.183486239,6.449541284,11,0,0,2,29,42,0,0,0.181818182,2.636363636,10,0,0,3,780,0,0,0.3,78,16,0,0,3,155,24.07142857,0,0,0.1875,9.6875,3,0.020408163,climber
93,stefan  küng ,groupama - fdj,groupama-fdj-2023,switzerland,1.93,83,wil,stefan-kung,29,59,2,3,8,751,47.67241379,0.033898305,0.050847458,0.13559322,12.72881356,117,0,2,12,748,54.51304348,0,0.017094017,0.102564103,6.393162393,23,2,8,18,961,7.086956522,0.086956522,0.347826087,0.782608696,41.7826087,13,0,0,3,463,0,0,0.230769231,35.61538462,45,1,4,12,1348,28.43181818,0.022222222,0.088888889,0.266666667,29.95555556,1,0.005025126,climber
94,david  gaudu ,groupama - fdj,groupama-fdj-2023,france,1.72,53,landivisiau,david-gaudu,26,38,0,0,0,0,58.18421053,0,0,0,0,147,6,13,43,1878,29.21323529,0.040816327,0.088435374,0.292517007,12.7755102,15,0,0,0,0,48.6,0,0,0,0,14,0,1,6,1403,0,0.071428571,0.428571429,100.2142857,35,1,4,15,1130,24.32142857,0.028571429,0.114285714,0.428571429,32.28571429,9,0.045,climber
95,matthieu  ladagnous ,groupama - fdj,groupama-fdj-2023,france,1.82,73,pau,matthieu-ladagnous,38,28,0,0,1,22,92.67857143,0,0,0.035714286,0.785714286,115,0,0,0,49,86.22826087,0,0,0,0.426086957,9,0,0,0,0,74.11111111,0,0,0,0,10,0,0,0,90,0,0,0,9,47,0,0,1,71,70.42307692,0,0,0.021276596,1.510638298,22,0.144736842,peloton-guy
96,rudy  molard ,groupama - fdj,groupama-fdj-2023,france,1.78,62,gleizé,rudy-molard,33,37,0,0,1,22,51.89189189,0,0,0.027027027,0.594594595,143,0,0,8,647,41.61870504,0,0,0.055944056,4.524475524,13,0,0,0,0,56.76923077,0,0,0,0,13,0,0,1,334,0,0,0.076923077,25.69230769,35,0,0,7,641,22.85294118,0,0,0.2,18.31428571,2,0.010362694,peloton-guy
97,valentin  madouas ,groupama - fdj,groupama-fdj-2023,france,1.79,71,brest,valentin-madouas,26,41,0,0,1,98,66.075,0,0,0.024390244,2.390243902,139,2,8,21,1380,39.44525547,0.014388489,0.057553957,0.151079137,9.928057554,15,0,0,0,0,74.46666667,0,0,0,0,11,0,0,1,517,0,0,0.090909091,47,59,2,7,13,1294,31,0.033898305,0.118644068,0.220338983,21.93220339,3,0.015384615,climber
98,ignatas  konovalovas ,groupama - fdj,groupama-fdj-2023,lithuania,1.9,74,panevėžys,ignatas-konovalovas,37,47,0,0,0,24,101.6976744,0,0,0,0.510638298,77,0,0,0,10,105.5846154,0,0,0,0.12987013,12,0,0,0,0,102.8333333,0,0,0,0,7,0,0,0,50,0,0,0,7.142857143,36,0,0,0,34,82.39130435,0,0,0,0.944444444,16,0.117647059,peloton-guy
99,quentin  pacher ,groupama - fdj,groupama-fdj-2023,france,1.79,62,libourne,quentin-pacher,31,31,0,0,1,18,79.4516129,0,0,0.032258065,0.580645161,119,0,2,18,556,39.07142857,0,0.016806723,0.151260504,4.672268908,11,0,0,0,0,79.63636364,0,0,0,0,10,0,0,0,160,0,0,0,16,36,0,0,3,317,33.93548387,0,0,0.083333333,8.805555556,6,0.037267081,peloton-guy
100,michael  storer ,groupama - fdj,groupama-fdj-2023,australia,1.74,63,perth,michael-storer,26,38,0,0,0,0,117.0789474,0,0,0,0,153,2,4,8,399,72.29655172,0.013071895,0.026143791,0.052287582,2.607843137,13,0,0,0,0,93.69230769,0,0,0,0,16,0,0,0,222,0,0,0,13.875,24,0,1,2,152,47.55,0,0.041666667,0.083333333,6.333333333,4,0.019607843,peloton-guy
101,bram  welten ,groupama - fdj,groupama-fdj-2023,netherlands,1.88,81,tilburg,bram-welten,25,54,1,1,14,561,46.61702128,0.018518519,0.018518519,0.259259259,10.38888889,20,0,0,1,33,65.89473684,0,0,0.05,1.65,2,0,0,0,0,138.5,0,0,0,0,2,0,0,0,10,0,0,0,5,56,1,1,15,594,38.26530612,0.017857143,0.017857143,0.267857143,10.60714286,8,0.103896104,peloton-guy
102,olivier le gac ,groupama - fdj,groupama-fdj-2023,france,1.8,70,brest,olivier-le-gac,29,62,0,0,1,140,70.25423729,0,0,0.016129032,2.258064516,105,0,1,2,109,82.49019608,0,0.00952381,0.019047619,1.038095238,13,0,0,0,0,110,0,0,0,0,9,0,0,0,110,0,0,0,12.22222222,56,0,0,1,224,55.41176471,0,0,0.017857143,4,5,0.027777778,peloton-guy
103,jake  stewart ,groupama - fdj,groupama-fdj-2023,great britain,1.79,66,coventry,jake-stewart,23,26,0,1,4,259,33.45454545,0,0.038461538,0.153846154,9.961538462,35,0,1,3,117,58.03333333,0,0.028571429,0.085714286,3.342857143,5,0,0,0,0,78.2,0,0,0,0,4,0,0,0,20,0,0,0,5,31,0,2,4,343,43.91666667,0,0.064516129,0.129032258,11.06451613,6,0.089552239,peloton-guy
104,fabian  lienhard ,groupama - fdj,groupama-fdj-2023,switzerland,1.83,73,steinmaur,fabian-lienhard,29,44,0,0,4,105,53.26315789,0,0,0.090909091,2.386363636,59,0,0,3,135,89.4,0,0,0.050847458,2.288135593,8,0,0,0,0,102.625,0,0,0,0,6,0,0,0,40,0,0,0,6.666666667,56,0,0,2,210,60.12765957,0,0,0.035714286,3.75,9,0.081081081,peloton-guy
105,kevin  geniets ,groupama - fdj,groupama-fdj-2023,luxembourg,1.93,73,esch-sur-alzette,kevin-geniets,26,36,0,0,2,86,87.51612903,0,0,0.055555556,2.388888889,85,0,0,3,180,69.34210526,0,0,0.035294118,2.117647059,12,0,0,0,0,40.08333333,0,0,0,0,7,0,0,0,70,0,0,0,10,44,0,0,3,246,52.46875,0,0,0.068181818,5.590909091,11,0.082706767,peloton-guy
106,bruno  armirail ,groupama - fdj,groupama-fdj-2023,france,1.9,74,bagnères-de-bigorre,bruno-armirail,28,36,0,0,1,28,96.48571429,0,0,0.027777778,0.777777778,129,0,1,2,111,81.24324324,0,0.007751938,0.015503876,0.860465116,14,0,0,3,82,43.28571429,0,0,0.214285714,5.857142857,12,0,0,1,180,0,0,0.083333333,15,33,0,1,2,121,61.61111111,0,0.03030303,0.060606061,3.666666667,17,0.094972067,peloton-guy
107,miles  scotson ,groupama - fdj,groupama-fdj-2023,australia,1.91,76,adelaide,miles-scotson,29,59,0,0,0,21,75.6,0,0,0,0.355932203,105,0,0,1,74,101.6938776,0,0,0.00952381,0.704761905,16,0,0,1,8,63.06666667,0,0,0.0625,0.5,11,0,0,0,90,0,0,0,8.181818182,27,0,0,1,89,67.55,0,0,0.037037037,3.296296296,11,0.061111111,peloton-guy
108,paul  penhoët ,groupama - fdj,groupama-fdj-2023,france,1.73,64,clamart,paul-penhoet,21,15,0,0,3,63,39.84615385,0,0,0.2,4.2,12,0,0,2,31,28.44444444,0,0,0.166666667,2.583333333,,,,,,,,,,,1,0,0,0,6,0,0,0,6,22,0,0,2,70,39.64705882,0,0,0.090909091,3.181818182,5,0.178571429,rookie
109,lewis  askey ,groupama - fdj,groupama-fdj-2023,great britain,1.87,75,cannock,lewis-askey,21,23,0,0,0,37,55.68421053,0,0,0,1.608695652,25,0,1,1,105,60.88,0,0.04,0.04,4.2,1,0,0,0,0,68,0,0,0,0,1,0,0,0,5,0,0,0,5,41,0,1,1,142,52.45945946,0,0.024390244,0.024390244,3.463414634,4,0.08,rookie
110,romain  grégoire ,groupama - fdj,groupama-fdj-2023,france,1.76,64,besançon,romain-gregoire1,20,1,0,0,0,0,40,0,0,0,0,12,0,0,3,136,36.72727273,0,0,0.25,11.33333333,,,,,,,,,,,,,,,,,,,,13,0,0,3,136,37,0,0,0.230769231,10.46153846,1,0.076923077,rookie
111,laurence  pithie ,groupama - fdj,groupama-fdj-2023,new zealand,1.85,74,christchurch,laurence-pithie,20,11,0,0,1,18,70,0,0,0.090909091,1.636363636,9,0,1,1,43,65.57142857,0,0.111111111,0.111111111,4.777777778,,,,,,,,,,,2,0,0,0,10,0,0,0,5,9,0,1,2,61,34.6,0,0.111111111,0.222222222,6.777777778,4,0.2,rookie
112,reuben  thompson ,groupama - fdj,groupama-fdj-2023,new zealand,1.83,63,queenstown,reuben-thompson,22,6,0,0,0,0,71,0,0,0,0,8,0,0,0,0,45.42857143,0,0,0,0,,,,,,,,,,,2,0,0,0,19,0,0,0,9.5,3,0,0,0,0,57,0,0,0,0,1,0.066666667,rookie
113,samuel  watson ,groupama - fdj,groupama-fdj-2023,great britain,1.86,68,leeds,samuel-watson,21,8,0,0,1,55,47.125,0,0,0.125,6.875,6,0,0,0,12,57.2,0,0,0,2,,,,,,,,,,,,,,,,,,,,14,0,0,1,67,51,0,0,0.071428571,4.785714286,1,0.066666667,rookie
114,lenny  martinez ,groupama - fdj,groupama-fdj-2023,france,1.68,52,cannes,lenny-martinez,19,,,,,,,,,,,7,0,0,2,52,19.83333333,0,0,0.285714286,7.428571429,,,,,,,,,,,,,,,,,,,,7,0,0,2,52,19.83333333,0,0,0.285714286,7.428571429,1,0.142857143,rookie
115,lars van den berg ,groupama - fdj,groupama-fdj-2023,netherlands,1.85,72,de meern,lars-van-den-berg,24,9,0,0,0,13,83.5,0,0,0,1.444444444,36,0,0,1,44,73.42424242,0,0,0.027777778,1.222222222,3,0,0,0,0,99.66666667,0,0,0,0,2,0,0,0,25,0,0,0,12.5,21,0,0,1,55,58.88235294,0,0,0.047619048,2.619047619,4,0.083333333,rookie
116,clément  davy ,groupama - fdj,groupama-fdj-2023,france,1.83,73,fougères,clement-davy,24,38,0,0,0,19,101.7428571,0,0,0,0.5,40,0,0,0,10,117.3636364,0,0,0,0.25,5,0,0,0,0,88.2,0,0,0,0,4,0,0,0,35,0,0,0,8.75,37,0,0,0,29,85.72413793,0,0,0,0.783783784,10,0.120481928,rookie
117,enzo  paleni ,groupama - fdj,groupama-fdj-2023,france,1.8,65,aix-en-provence,enzo-paleni,20,5,0,0,0,0,66.25,0,0,0,0,5,0,0,1,16,44.33333333,0,0,0.2,3.2,,,,,,,,,,,,,,,,,,,,10,0,0,1,16,56.85714286,0,0,0.1,1.6,3,0.3,rookie
118,lorenzo  germani ,groupama - fdj,groupama-fdj-2023,italy,1.79,62,sora,lorenzo-germani,21,3,0,0,0,0,93,0,0,0,0,11,0,0,0,18,62.875,0,0,0,1.636363636,,,,,,,,,,,1,0,0,0,5,0,0,0,5,9,0,0,0,18,63.33333333,0,0,0,2,3,0.214285714,rookie
119,elia  viviani ,ineos grenadiers,ineos-grenadiers-2023,italy,1.78,67,isola della scala,elia-viviani,34,67,6,18,37,1548,26,0.089552239,0.268656716,0.552238806,23.10447761,122,6,10,17,1023,98.36842105,0.049180328,0.081967213,0.139344262,8.385245902,18,0,0,0,0,96.94444444,0,0,0,0,14,0,0,0,120,0,0,0,8.571428571,33,6,9,13,1374,36.55172414,0.181818182,0.272727273,0.393939394,41.63636364,6,0.028985507,sprinter
120,michał  kwiatkowski ,ineos grenadiers,ineos-grenadiers-2023,poland,1.76,68,chełmża,michal-kwiatkowski,32,46,0,0,2,24,84.11904762,0,0,0.043478261,0.52173913,109,2,4,17,1362,51.02,0.018348624,0.036697248,0.155963303,12.49541284,13,0,2,3,56,58.38461538,0,0.153846154,0.230769231,4.307692308,10,0,2,3,511,0,0.2,0.3,51.1,41,1,2,8,1201,35,0.024390244,0.048780488,0.195121951,29.29268293,11,0.06547619,climber
121,geraint  thomas ,ineos grenadiers,ineos-grenadiers-2023,great britain,1.83,71,cardiff,geraint-thomas,36,33,0,0,0,3,62.375,0,0,0,0.090909091,106,1,5,22,573,35.70103093,0.009433962,0.047169811,0.20754717,5.405660377,19,0,3,11,341,12.47368421,0,0.157894737,0.578947368,17.94736842,14,2,7,7,1776,0.142857143,0.5,0.5,126.8571429,14,0,0,0,55,67.88888889,0,0,0,3.928571429,8,0.050632911,climber
122,egan  bernal ,ineos grenadiers,ineos-grenadiers-2023,colombia,1.75,60,bogotá,egan-bernal,26,27,0,0,4,44,26.66666667,0,0,0.148148148,1.62962963,84,4,12,33,1336,17.46835443,0.047619048,0.142857143,0.392857143,15.9047619,9,0,0,2,22,26,0,0,0.222222222,2.444444444,7,4,5,7,1890,0.571428571,0.714285714,1,270,11,1,4,6,556,8.5,0.090909091,0.363636364,0.545454545,50.54545455,3,0.025,climber
123,ben  swift ,ineos grenadiers,ineos-grenadiers-2023,great britain,1.79,69,rotherham,ben-swift,35,42,0,1,6,202,48.75609756,0,0.023809524,0.142857143,4.80952381,88,0,1,5,180,60.35802469,0,0.011363636,0.056818182,2.045454545,11,0,0,0,0,95.63636364,0,0,0,0,11,0,0,0,72,0,0,0,6.545454545,38,0,1,4,276,60.38709677,0,0.026315789,0.105263158,7.263157895,8,0.056737589,peloton-guy
124,jonathan  castroviejo ,ineos grenadiers,ineos-grenadiers-2023,spain,1.71,62,getxo,jonathan-castroviejo,35,39,0,0,0,0,122.5789474,0,0,0,0,139,0,2,3,151,63.97674419,0,0.014388489,0.021582734,1.086330935,18,0,0,1,27,51.88888889,0,0,0.055555556,1.5,10,0,0,0,246,0,0,0,24.6,16,0,0,0,21,57.25,0,0,0,1.3125,9,0.045918367,peloton-guy
125,daniel felipe  martínez ,ineos grenadiers,ineos-grenadiers-2023,colombia,1.72,63,soacha,daniel-felipe-martinez,26,33,0,0,0,0,75,0,0,0,0,112,4,9,20,968,41.65454545,0.035714286,0.080357143,0.178571429,8.642857143,15,0,1,6,92,15.6,0,0.066666667,0.4,6.133333333,12,1,3,5,1078,0.083333333,0.25,0.416666667,89.83333333,17,1,2,4,507,24.4,0.058823529,0.117647059,0.235294118,29.82352941,3,0.01875,climber
126,tao  geoghegan hart ,ineos grenadiers,ineos-grenadiers-2023,great britain,1.83,65,london,tao-geoghegan-hart,27,33,0,0,0,0,89.09375,0,0,0,0,127,1,5,15,466,47.05042017,0.007874016,0.039370079,0.118110236,3.669291339,17,0,0,3,37,44.82352941,0,0,0.176470588,2.176470588,11,0,0,3,466,0,0,0.272727273,42.36363636,24,0,0,2,116,42.42105263,0,0,0.083333333,4.833333333,8,0.04519774,peloton-guy
127,filippo  ganna ,ineos grenadiers,ineos-grenadiers-2023,italy,1.93,83,verbania,filippo-ganna,26,36,0,0,0,16,84.39393939,0,0,0,0.444444444,87,1,1,2,141,92,0.011494253,0.011494253,0.022988506,1.620689655,20,10,14,20,1480,3.1,0.5,0.7,1,74,11,0,0,0,85,0,0,0,7.727272727,19,0,0,0,51,62.85714286,0,0,0,2.684210526,6,0.041958042,climber
